,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
37,root vegetables,beef,0.10899847483477376,0.05246568378240976,0.017386883579054397,0.15951492537313433,3.0403668431100312,0.011668204065608208,1.127366023291073
38,beef,sausage,0.05246568378240976,0.09395017793594305,0.005592272496187087,0.1065891472868217,1.1345284237726099,0.0006631121692987681,1.0141468724187708
39,sausage,beef,0.09395017793594305,0.05246568378240976,0.005592272496187087,0.05952380952380953,1.1345284237726099,0.0006631121692987681,1.0075048425604758
40,beef,tropical fruit,0.05246568378240976,0.10493136756481952,0.007625826131164209,0.14534883720930233,1.385180052280512,0.00212053018165258,1.0472911889717758
41,tropical fruit,beef,0.10493136756481952,0.05246568378240976,0.007625826131164209,0.07267441860465117,1.385180052280512,0.00212053018165258,1.0217924914697525
42,beef,whipped/sour cream,0.05246568378240976,0.07168276563294357,0.006710726995424504,0.12790697674418605,1.7843476826653473,0.002949841681077897,1.0644704287408915
43,whipped/sour cream,beef,0.07168276563294357,0.05246568378240976,0.006710726995424504,0.09361702127659574,1.784347682665347,0.002949841681077897,1.0454017103809095
44,beef,whole milk,0.05246568378240976,0.25551601423487547,0.02125063548551093,0.4050387596899225,1.5851795469758803,0.007844813081322243,1.2513151031101117
45,whole milk,beef,0.25551601423487547,0.05246568378240976,0.02125063548551093,0.08316752884998009,1.5851795469758803,0.007844813081322243,1.0334868648675366
46,beef,yogurt,0.05246568378240976,0.13950177935943062,0.011692933401118455,0.22286821705426357,1.5976012498022465,0.004373877158163072,1.1072745183305082
47,yogurt,beef,0.13950177935943062,0.05246568378240976,0.011692933401118455,0.08381924198250729,1.5976012498022465,0.004373877158163072,1.0342220221563514
48,citrus fruit,berries,0.08276563294356888,0.033248601931875954,0.005388917132689374,0.06511056511056511,1.9582948252673023,0.002637075549308894,1.0340809960938935
49,berries,citrus fruit,0.033248601931875954,0.08276563294356888,0.005388917132689374,0.1620795107033639,1.9582948252673023,0.002637075549308894,1.0946556132388794
50,berries,other vegetables,0.033248601931875954,0.1934926283680732,0.010269445856634469,0.308868501529052,1.5962804585066874,0.0038360864792719935,1.166937657184248
51,other vegetables,berries,0.1934926283680732,0.033248601931875954,0.010269445856634469,0.05307409353652128,1.5962804585066874,0.0038360864792719935,1.0209366873050167
52,rolls/buns,berries,0.18393492628368074,0.033248601931875954,0.0066090493136756485,0.0359314538419016,1.0806906683030648,0.0004934701683005993,1.0027828435236448
53,berries,rolls/buns,0.033248601931875954,0.18393492628368074,0.0066090493136756485,0.19877675840978593,1.0806906683030648,0.0004934701683005993,1.0185239660505208
54,root vegetables,berries,0.10899847483477376,0.033248601931875954,0.0066090493136756485,0.060634328358208964,1.8236655027614224,0.002985002412712657,1.0291534247557388
55,berries,root vegetables,0.033248601931875954,0.10899847483477376,0.0066090493136756485,0.19877675840978593,1.8236655027614224,0.002985002412712657,1.1120515218665228
56,berries,soda,0.033248601931875954,0.17437722419928825,0.007320793085917641,0.2201834862385321,1.2626848904699495,0.0015229941725300195,1.0587397948503245
57,soda,berries,0.17437722419928825,0.033248601931875954,0.007320793085917641,0.04198250728862974,1.2626848904699495,0.0015229941725300195,1.0091166449706834
58,berries,tropical fruit,0.033248601931875954,0.10493136756481952,0.006710726995424504,0.20183486238532108,1.9234940615887914,0.00322190572509446,1.1214078268440766
59,tropical fruit,berries,0.10493136756481952,0.033248601931875954,0.006710726995424504,0.06395348837209303,1.9234940615887917,0.00322190572509446,1.0328027358243312
60,berries,whipped/sour cream,0.033248601931875954,0.07168276563294357,0.009049313675648195,0.27217125382262997,3.796885505454703,0.006665961935742496,1.275461074109359
61,whipped/sour cream,berries,0.07168276563294357,0.033248601931875954,0.009049313675648195,0.12624113475177304,3.7968855054547026,0.006665961935742496,1.106428142269525
62,berries,whole milk,0.033248601931875954,0.25551601423487547,0.01179461108286731,0.3547400611620795,1.3883280945201162,0.0032990608383523853,1.1537737599298374
63,whole milk,berries,0.25551601423487547,0.033248601931875954,0.01179461108286731,0.04615996816553919,1.388328094520116,0.0032990608383523853,1.013536196639631
64,yogurt,berries,0.13950177935943062,0.033248601931875954,0.010574478901881037,0.07580174927113702,2.279847718904075,0.005936239771170939,1.0460433108434275
65,berries,yogurt,0.033248601931875954,0.13950177935943062,0.010574478901881037,0.3180428134556575,2.279847718904075,0.005936239771170939,1.2618068078451397
66,other vegetables,beverages,0.1934926283680732,0.026029486527707167,0.005185561769191663,0.026799789805570153,1.0295934872569628,0.00014904800587425132,1.0007915157331388
67,beverages,other vegetables,0.026029486527707167,0.1934926283680732,0.005185561769191663,0.19921875000000003,1.0295934872569628,0.00014904800587425132,1.0071506689647476
68,rolls/buns,beverages,0.18393492628368074,0.026029486527707167,0.005388917132689374,0.029297954671088994,1.1255679069928135,0.0006011854470134954,1.0033671178083017
69,beverages,rolls/buns,0.026029486527707167,0.18393492628368074,0.005388917132689374,0.20703125,1.1255679069928137,0.0006011854470134954,1.0291263983811711
70,whole milk,beverages,0.25551601423487547,0.026029486527707167,0.00681240467717336,0.02666136092319936,1.0242753307799441,0.00016145402703323687,1.0006491824840031
71,beverages,whole milk,0.026029486527707167,0.25551601423487547,0.00681240467717336,0.26171875,1.0242753307799441,0.00016145402703323687,1.0084015891845073
72,yogurt,beverages,0.13950177935943062,0.026029486527707167,0.005490594814438231,0.039358600583090375,1.5120774872448979,0.001859435128010754,1.0138752234324626
73,beverages,yogurt,0.026029486527707167,0.13950177935943062,0.005490594814438231,0.21093750000000003,1.512077487244898,0.001859435128010754,1.090532398435573
74,bottled water,bottled beer,0.11052364006100661,0.08052872394509406,0.0157600406710727,0.14259429622815087,1.7707258881361916,0.006859712971192962,1.0723876363430074
75,bottled beer,bottled water,0.08052872394509406,0.11052364006100661,0.0157600406710727,0.19570707070707072,1.7707258881361918,0.006859712971192962,1.1059109530167706
76,butter,bottled beer,0.05541433655312659,0.08052872394509406,0.005795627859684799,0.10458715596330276,1.298755907700862,0.0013331820487975333,1.0268685357580405
77,bottled beer,butter,0.08052872394509406,0.05541433655312659,0.005795627859684799,0.07196969696969696,1.2987559077008617,0.0013331820487975333,1.0178392455101004
78,frankfurter,bottled beer,0.058973055414336555,0.08052872394509406,0.005388917132689374,0.09137931034482757,1.1347418146987112,0.0006398922330295318,1.011941821844109
79,bottled beer,frankfurter,0.08052872394509406,0.058973055414336555,0.005388917132689374,0.0669191919191919,1.134741814698711,0.0006398922330295318,1.0085160218022267
80,fruit/vegetable juice,bottled beer,0.0722928317234367,0.08052872394509406,0.007015760040671073,0.09704641350210971,1.205115501001577,0.0011941105516053005,1.0182929552570688
81,bottled beer,fruit/vegetable juice,0.08052872394509406,0.0722928317234367,0.007015760040671073,0.08712121212121211,1.2051155010015768,0.0011941105516053005,1.0162435370332479
82,bottled beer,margarine,0.08052872394509406,0.05856634468734113,0.006100660904931368,0.07575757575757576,1.2935343013468015,0.0013843879011312486,1.0186003483710735
83,margarine,bottled beer,0.05856634468734113,0.08052872394509406,0.006100660904931368,0.10416666666666667,1.2935343013468013,0.0013843879011312486,1.026386540712453
84,napkins,bottled beer,0.05236400610066091,0.08052872394509406,0.005185561769191663,0.09902912621359224,1.2297366872609592,0.0009687551772523196,1.0205338516557685
85,bottled beer,napkins,0.08052872394509406,0.05236400610066091,0.005185561769191663,0.06439393939393939,1.229736687260959,0.0009687551772523196,1.0128579044106296
86,other vegetables,bottled beer,0.1934926283680732,0.08052872394509406,0.016166751398068124,0.08355228586442459,1.0375463781270402,0.0005850369428048816,1.0032992192273429
87,bottled beer,other vegetables,0.08052872394509406,0.1934926283680732,0.016166751398068124,0.20075757575757575,1.0375463781270402,0.0005850369428048816,1.0090897919944486
88,pork,bottled beer,0.05765124555160142,0.08052872394509406,0.005185561769191663,0.08994708994708996,1.1169566030677143,0.0005429805310759204,1.0103492510138212
89,bottled beer,pork,0.08052872394509406,0.05765124555160142,0.005185561769191663,0.06439393939393939,1.1169566030677143,0.0005429805310759204,1.007206765888167
90,root vegetables,bottled beer,0.10899847483477376,0.08052872394509406,0.009659379766141332,0.08861940298507463,1.100469480250264,0.0008818716757355537,1.0088773878514423
91,bottled beer,root vegetables,0.08052872394509406,0.10899847483477376,0.009659379766141332,0.11994949494949494,1.100469480250264,0.0008818716757355537,1.0124436268735426
92,sausage,bottled beer,0.09395017793594305,0.08052872394509406,0.007829181494661922,0.08333333333333334,1.0348274410774412,0.00026349355106589697,1.0030595738780792
93,bottled beer,sausage,0.08052872394509406,0.09395017793594305,0.007829181494661922,0.09722222222222222,1.0348274410774412,0.00026349355106589697,1.00362441828634
94,bottled beer,soda,0.08052872394509406,0.17437722419928825,0.016980172852058974,0.21085858585858586,1.2092094413522985,0.002937797502202716,1.0462291814946618
95,soda,bottled beer,0.17437722419928825,0.08052872394509406,0.016980172852058974,0.09737609329446065,1.2092094413522985,0.002937797502202716,1.018664882709408
96,brown bread,bottled water,0.06487036095577021,0.11052364006100661,0.008235892221657347,0.12695924764890282,1.1487067163081501,0.0010661837967542226,1.018825704921145
97,bottled water,brown bread,0.11052364006100661,0.06487036095577021,0.008235892221657347,0.07451701931922723,1.1487067163081501,0.0010661837967542226,1.010423377376817
98,butter,bottled water,0.05541433655312659,0.11052364006100661,0.008947635993899338,0.16146788990825686,1.4609353240549277,0.002823041806482094,1.0607540835158675
99,bottled water,butter,0.11052364006100661,0.05541433655312659,0.008947635993899338,0.08095676172953081,1.4609353240549277,0.002823041806482094,1.0277924085753267
100,chicken,bottled water,0.04290798169801729,0.11052364006100661,0.0052872394509405184,0.12322274881516587,1.11489947985019,0.0005448931260045968,1.014483848362852
101,bottled water,chicken,0.11052364006100661,0.04290798169801729,0.0052872394509405184,0.04783808647654094,1.11489947985019,0.0005448931260045968,1.0051778008640149
102,chocolate,bottled water,0.04961870869344179,0.11052364006100661,0.005795627859684799,0.1168032786885246,1.0568171535433666,0.0003115875597588993,1.007110124478489
103,bottled water,chocolate,0.11052364006100661,0.04961870869344179,0.005795627859684799,0.05243790248390064,1.0568171535433666,0.0003115875597588993,1.0029752074274065
104,citrus fruit,bottled water,0.08276563294356888,0.11052364006100661,0.013523131672597865,0.1633906633906634,1.4783322672007126,0.004375572647721468,1.06319200732796
105,bottled water,citrus fruit,0.11052364006100661,0.08276563294356888,0.013523131672597865,0.12235510579576818,1.4783322672007126,0.004375572647721468,1.045108759947946
106,coffee,bottled water,0.05805795627859685,0.11052364006100661,0.007320793085917641,0.12609457092819615,1.1408832613420508,0.0009040164235043441,1.0178176383269846
107,bottled water,coffee,0.11052364006100661,0.05805795627859685,0.007320793085917641,0.06623735050597976,1.1408832613420508,0.0009040164235043441,1.0087596074139558
108,cream cheese,bottled water,0.03965429588205389,0.11052364006100661,0.005897305541433655,0.14871794871794872,1.3455759205529214,0.001514568416492875,1.0448668083620707
109,bottled water,cream cheese,0.11052364006100661,0.03965429588205389,0.005897305541433655,0.05335786568537258,1.3455759205529214,0.001514568416492875,1.0144759770419898
110,bottled water,curd,0.11052364006100661,0.05327910523640061,0.006100660904931368,0.05519779208831647,1.0360119946347184,0.00021206025501093427,1.0020307815073346
111,curd,bottled water,0.05327910523640061,0.11052364006100661,0.006100660904931368,0.11450381679389314,1.0360119946347186,0.00021206025501093427,1.0044948547586907
112,bottled water,dessert,0.11052364006100661,0.03711235383833249,0.005185561769191663,0.046918123275069,1.2642184723569962,0.0010837693317470856,1.0102884858858423
113,dessert,bottled water,0.03711235383833249,0.11052364006100661,0.005185561769191663,0.13972602739726028,1.2642184723569962,0.0010837693317470856,1.033945450247556
114,bottled water,domestic eggs,0.11052364006100661,0.06344687341128623,0.009150991357397052,0.0827966881324747,1.3049766470879627,0.0021386119574918023,1.0210965382165815
115,domestic eggs,bottled water,0.06344687341128623,0.11052364006100661,0.009150991357397052,0.14423076923076922,1.3049766470879625,0.0021386119574918023,1.039388105996127
116,frankfurter,bottled water,0.058973055414336555,0.11052364006100661,0.007320793085917641,0.12413793103448276,1.1231799003901912,0.0008028763360057103,1.015543875520898
117,bottled water,frankfurter,0.11052364006100661,0.058973055414336555,0.007320793085917641,0.06623735050597976,1.1231799003901912,0.0008028763360057103,1.0077795948419865
118,frozen vegetables,bottled water,0.04809354346720895,0.11052364006100661,0.0062023385866802234,0.12896405919661733,1.1668459265857694,0.0008868650992520455,1.0211706753668541
119,bottled water,frozen vegetables,0.11052364006100661,0.04809354346720895,0.0062023385866802234,0.05611775528978841,1.1668459265857696,0.0008868650992520455,1.0085012848451695
120,fruit/vegetable juice,bottled water,0.0722928317234367,0.11052364006100661,0.014234875444839857,0.19690576652601968,1.7815714938209783,0.0062448085324478195,1.1075616320781512
121,bottled water,fruit/vegetable juice,0.11052364006100661,0.0722928317234367,0.014234875444839857,0.12879484820607176,1.7815714938209786,0.0062448085324478195,1.0648550073037215
122,bottled water,hygiene articles,0.11052364006100661,0.03294356888662939,0.0056939501779359435,0.051517939282428704,1.5638238667984143,0.0020529070279851408,1.0195832595734566
123,hygiene articles,bottled water,0.03294356888662939,0.11052364006100661,0.0056939501779359435,0.1728395061728395,1.5638238667984143,0.0020529070279851408,1.0753370918665444
124,bottled water,margarine,0.11052364006100661,0.05856634468734113,0.010269445856634469,0.09291628334866606,1.586513275580088,0.0037964802567219307,1.0378685429258216
125,margarine,bottled water,0.05856634468734113,0.11052364006100661,0.010269445856634469,0.1753472222222222,1.5865132755800877,0.0037964802567219307,1.0786071227891794
126,bottled water,misc. beverages,0.11052364006100661,0.02836807320793086,0.0052872394509405184,0.04783808647654094,1.686335413966954,0.002151896738482883,1.0204482168337963
127,misc. beverages,bottled water,0.02836807320793086,0.11052364006100661,0.0052872394509405184,0.18637992831541217,1.6863354139669537,0.002151896738482883,1.0932330591320667
128,bottled water,napkins,0.11052364006100661,0.05236400610066091,0.00864260294865277,0.07819687212511499,1.4933324997097202,0.0028551423862309697,1.0280242768149517
129,napkins,bottled water,0.05236400610066091,0.11052364006100661,0.00864260294865277,0.16504854368932037,1.4933324997097202,0.0028551423862309697,1.0653030822525154
130,newspapers,bottled water,0.07981698017285206,0.11052364006100661,0.01128622267412303,0.14140127388535031,1.2793758313361732,0.002464559486742228,1.035962822777611
131,bottled water,newspapers,0.11052364006100661,0.07981698017285206,0.01128622267412303,0.10211591536338546,1.2793758313361732,0.002464559486742228,1.0248349821230633
132,bottled water,onions,0.11052364006100661,0.031011692933401117,0.005897305541433655,0.05335786568537258,1.7205724885758669,0.0024697803539799677,1.023605723791441
133,onions,bottled water,0.031011692933401117,0.11052364006100661,0.005897305541433655,0.1901639344262295,1.7205724885758669,0.0024697803539799677,1.09834125417568
134,bottled water,other vegetables,0.11052364006100661,0.1934926283680732,0.024809354346720894,0.22447102115915363,1.1601011524436553,0.0034238447345098545,1.0399448552359483
135,other vegetables,bottled water,0.1934926283680732,0.11052364006100661,0.024809354346720894,0.1282186022070415,1.1601011524436553,0.0034238447345098545,1.020297476168719
136,bottled water,pip fruit,0.11052364006100661,0.07564819522114896,0.010574478901881037,0.09567617295308188,1.2647515604752153,0.002213565001994008,1.0221469092518933
137,pip fruit,bottled water,0.07564819522114896,0.11052364006100661,0.010574478901881037,0.13978494623655913,1.2647515604752153,0.002213565001994008,1.03401626842908
138,pork,bottled water,0.05765124555160142,0.11052364006100661,0.007422470767666497,0.12874779541446207,1.1648892069008596,0.0010506452552525927,1.02091719855346
139,bottled water,pork,0.11052364006100661,0.05765124555160142,0.007422470767666497,0.0671573137074517,1.1648892069008598,0.0010506452552525927,1.0101904300645062
140,rolls/buns,bottled water,0.18393492628368074,0.11052364006100661,0.024199288256227757,0.13156440022111662,1.1903733911450616,0.003870130669002443,1.024228348268389
141,bottled water,rolls/buns,0.11052364006100661,0.18393492628368074,0.024199288256227757,0.21895124195032198,1.1903733911450616,0.003870130669002443,1.0448324324259588
142,bottled water,root vegetables,0.11052364006100661,0.10899847483477376,0.015658362989323844,0.14167433302667892,1.29978271018413,0.003611454789486622,1.038069301023152
143,root vegetables,bottled water,0.10899847483477376,0.11052364006100661,0.015658362989323844,0.14365671641791045,1.29978271018413,0.003611454789486622,1.0386913484254912
144,sausage,bottled water,0.09395017793594305,0.11052364006100661,0.011997966446365024,0.1277056277056277,1.155459842212372,0.001614250796505328,1.0196974647439576
145,bottled water,sausage,0.11052364006100661,0.09395017793594305,0.011997966446365024,0.10855565777368906,1.1554598422123723,0.001614250796505328,1.016384062521806
146,shopping bags,bottled water,0.09852567361464158,0.11052364006100661,0.010981189628876462,0.11145510835913314,1.0084277743441348,9.177354152360012e-05,1.00104830752716
147,bottled water,shopping bags,0.11052364006100661,0.09852567361464158,0.010981189628876462,0.09935602575896964,1.0084277743441346,9.177354152360012e-05,1.0009219538109138
148,bottled water,soda,0.11052364006100661,0.17437722419928825,0.028978139298423997,0.2621895124195032,1.5035765916302124,0.009705333736184412,1.1190174031114386
149,soda,bottled water,0.17437722419928825,0.11052364006100661,0.028978139298423997,0.1661807580174927,1.5035765916302124,0.009705333736184412,1.0667496204862754
150,bottled water,tropical fruit,0.11052364006100661,0.10493136756481952,0.018505338078291814,0.16743330266789327,1.595645864087917,0.006907941378448518,1.0750713850354046
151,tropical fruit,bottled water,0.10493136756481952,0.11052364006100661,0.018505338078291814,0.1763565891472868,1.595645864087917,0.006907941378448518,1.0799289452435779
152,bottled water,whipped/sour cream,0.11052364006100661,0.07168276563294357,0.008744280630401627,0.07911683532658693,1.1037079084212518,0.0008216404430086768,1.0080727609959945
153,whipped/sour cream,bottled water,0.07168276563294357,0.11052364006100661,0.008744280630401627,0.12198581560283688,1.1037079084212518,0.0008216404430086768,1.0130546587350409
154,bottled water,whole milk,0.11052364006100661,0.25551601423487547,0.03436705643111337,0.31094756209751606,1.2169396232507244,0.0061264964439949506,1.0804460514375038
155,whole milk,bottled water,0.25551601423487547,0.11052364006100661,0.03436705643111337,0.13450059689614005,1.2169396232507244,0.0061264964439949506,1.027703031046754
156,yogurt,bottled water,0.13950177935943062,0.11052364006100661,0.022979156075241484,0.16472303206997083,1.4903873232825788,0.0075609116254498135,1.0648879283039259
157,bottled water,yogurt,0.11052364006100661,0.13950177935943062,0.022979156075241484,0.20791168353265868,1.4903873232825786,0.0075609116254498135,1.0863665108435527
158,butter,brown bread,0.05541433655312659,0.06487036095577021,0.005795627859684799,0.10458715596330276,1.6122487130079663,0.0022008798453589462,1.0443558468834122
159,brown bread,butter,0.06487036095577021,0.05541433655312659,0.005795627859684799,0.08934169278996865,1.6122487130079663,0.0022008798453589462,1.037255857623245
160,citrus fruit,brown bread,0.08276563294356888,0.06487036095577021,0.008337569903406202,0.10073710073710074,1.5528987237451186,0.0029685334196241017,1.0398845986092937
161,brown bread,citrus fruit,0.06487036095577021,0.08276563294356888,0.008337569903406202,0.12852664576802506,1.5528987237451186,0.0029685334196241017,1.0525099391762645
162,brown bread,domestic eggs,0.06487036095577021,0.06344687341128623,0.00681240467717336,0.1050156739811912,1.655174925649063,0.0026965830974681627,1.0464464006367764
163,domestic eggs,brown bread,0.06344687341128623,0.06487036095577021,0.00681240467717336,0.10737179487179485,1.655174925649063,0.0026965830974681627,1.0476138146563723
164,frankfurter,brown bread,0.058973055414336555,0.06487036095577021,0.0071174377224199285,0.12068965517241378,1.8604745432926166,0.003291834331027277,1.0634807659718692
165,brown bread,frankfurter,0.06487036095577021,0.058973055414336555,0.0071174377224199285,0.10971786833855798,1.8604745432926169,0.003291834331027277,1.0569985750803756
166,fruit/vegetable juice,brown bread,0.0722928317234367,0.06487036095577021,0.008337569903406202,0.11533052039381153,1.7778615487039753,0.0036479078149921074,1.0570384314156556
167,brown bread,fruit/vegetable juice,0.06487036095577021,0.0722928317234367,0.008337569903406202,0.12852664576802506,1.7778615487039753,0.0036479078149921074,1.064527290216632
168,brown bread,margarine,0.06487036095577021,0.05856634468734113,0.006507371631926792,0.10031347962382443,1.7128178335074884,0.0027081517121989177,1.0464018677517009
169,margarine,brown bread,0.05856634468734113,0.06487036095577021,0.006507371631926792,0.1111111111111111,1.7128178335074884,0.0027081517121989177,1.0520208439247585
170,newspapers,brown bread,0.07981698017285206,0.06487036095577021,0.007625826131164209,0.09554140127388534,1.472805143461853,0.0024480698169517413,1.0339109389432681
171,brown bread,newspapers,0.06487036095577021,0.07981698017285206,0.007625826131164209,0.11755485893416927,1.4728051434618532,0.0024480698169517413,1.042765127264157
172,brown bread,other vegetables,0.06487036095577021,0.1934926283680732,0.018708693441789527,0.28840125391849525,1.490502539300263,0.0061567567972719145,1.1333737953770247
173,other vegetables,brown bread,0.1934926283680732,0.06487036095577021,0.018708693441789527,0.09668943772990016,1.4905025393002633,0.0061567567972719145,1.0352249581740367
174,pastry,brown bread,0.08896797153024912,0.06487036095577021,0.009659379766141332,0.10857142857142857,1.673667711598746,0.0038879953394713833,1.0490236335432064
175,brown bread,pastry,0.06487036095577021,0.08896797153024912,0.009659379766141332,0.1489028213166144,1.6736677115987457,0.0038879953394713833,1.0704206890675894
176,brown bread,pip fruit,0.06487036095577021,0.07564819522114896,0.007625826131164209,0.11755485893416927,1.5539677924967132,0.002718500401515705,1.0474892565699947
177,pip fruit,brown bread,0.07564819522114896,0.06487036095577021,0.007625826131164209,0.10080645161290322,1.5539677924967132,0.002718500401515705,1.0399648003720583
178,pork,brown bread,0.05765124555160142,0.06487036095577021,0.005592272496187087,0.09700176366843033,1.4953171562366963,0.0018524153877049606,1.0355830182384342
179,brown bread,pork,0.06487036095577021,0.05765124555160142,0.005592272496187087,0.08620689655172413,1.4953171562366965,0.0018524153877049606,1.031249580339757
180,rolls/buns,brown bread,0.18393492628368074,0.06487036095577021,0.01260803253685816,0.0685461580983969,1.0566637380842216,0.0006761074764628037,1.0039463009086123
181,brown bread,rolls/buns,0.06487036095577021,0.18393492628368074,0.01260803253685816,0.19435736677115986,1.0566637380842216,0.0006761074764628037,1.0129368035622797
182,brown bread,root vegetables,0.06487036095577021,0.10899847483477376,0.010167768174885612,0.1567398119122257,1.4380000467880034,0.0030969977687254017,1.0566151915528146
183,root vegetables,brown bread,0.10899847483477376,0.06487036095577021,0.010167768174885612,0.09328358208955223,1.4380000467880032,0.0030969977687254017,1.0313363920323193
